uuid,patent_id,text
ee5e3beqtcb7h9rjiy7q9lyhi,4490905,"FIG. 3 is a side view of the trimmer shown in FIG. 2, and"
lxfag9lq2k7tf0w61p6qtl8ga,4491167,"FIG. 3 is a side view on a larger scale of a transport spindle in the region of a holding position, the transport spindle being in engagement with one end of the workpiece,"
xujtpb1z2iel7i0bsn2vbdib7,4491789,FIG. 3 is a side view partially in section of an induction watthour meter illustrating a second embodiment of the present invention; and
rknezxf9shq0jm4762caid0tc,4491164,FIG. 3 is a side view showing the starter tip which is coupled to the log splitting cone.
1nuonydsbxtgba4nrdn72cafh,D277008,FIG. 3 is a side view taken from the right of FIG. 1.
6fq55ckjemtvyin3i01t7di1w,D276975,FIG. 3 is a side view thereof;
2odbxvc5lulxue0cteiw01n3q,4491128,"FIG. 3 is a side view thereof; and,"
2d35bvyrgz0lkawvyxzwfgqih,4491196,"FIG. 3 is a side view, partly in section, showing one end of the telescopic beam whose last telescopic member is deflected;"
j9enzg8b2bjgqpcwt8jd4nekl,4491177,"FIG. 3 is a side, partially cut away, perspective view of the assembly of FIG. 1 showing the ball in the loaded position."
4fzmxkz5lzmp4sp5o5lvet7fp,4491707,"FIG. 3 is a side, sectional view of the improved contact shown in FIG. 1 with certain elements of the interrupting unit removed;"
qluivmapgqsgluht4ahnh332o,4491708,"FIG. 3 is a side, sectional view of the improved contact shown in FIG. 1 with certain elements of the interrupting unit removed;"
6bvrt93zxk20dzopfm4mfsqft,4491869,FIG. 3 is a signal spectrum of a band limited analog signal to be transmitted;
z89w1c3bpe4me91q1s1rysu8q,4490982,FIG. 3 is a similar graphical representation showing the effect of the use of the method and apparatus of the present invention in reducing the rise in temperature within the specimen;
5lbdu1rjw1l1wk8elrva9s69g,4491298,FIG. 3 is a similar view but of a modification to the valve of FIG. 2.
s3d5okugznu124ul5z1gcmexp,4491871,FIG. 3 is a simplified block diagram of a television transmitter according to an embodiment of the invention;
l6miw788zq4j60u08kjcg5imb,4491681,FIG. 3 is a simplified electrical diagram illustrating interconnection of the receiver cell string to the extrusion forming a current bypass path;
bfj76qm8k7pdmcnicragpemdi,4491786,"FIG. 3 is a simplified illustration of the fluid flow in the apparatus of the preferred embodiment, and"
sxj8t4urjyj7lirl2hgzo6854,4491849,FIG. 3 is a sketch of an elevational view of one form of antenna according to the invention;
suacfdvaue7srnmkjouxnmfry,D276995,FIG. 3 is a starboard side view;
t9ug5ew56637mfed67k44ln3o,4491961,FIG. 3 is a state diagram for updating rate control.
wig2lgrkg8e236al8mocait7g,4491757,FIG. 3 is a surface wave device according to the present invention;
4m2wyanumtczg33vvtmmpmdiq,4491927,FIG. 3 is a symbolic block diagram of the system of FIG. 1;
6vi03ibkup2s3bjsujqan39g4,4491758,FIG. 3 is a table illustrating various strengths of coupling to a frequency of interest for 2-4 (3a) and 6-8 (3b) electrodes per wavelength.
mle8z218t3z0e2oor68g7zzcn,4491100,FIG. 3 is a time chart showing conditions of the several elements of FIG. 1.
evc9lxa4bj483hiloptaisfhu,4491878,FIG. 3 is a timing chart of a reproduction control signal which is detected by the control head according to the embodiment of FIG. 2;
o2fnxjnmgyxpwt7c9t1hlg49s,4491114,FIG. 3 is a timing chart showing the relationship of various signals;
ssn94s1ct3j0x5wn0lff5y0pc,4491932,FIG. 3 is a tomographic back-projection diagram helpful in explaining the use of the associative processor of the present invention in tomographic image reconstruction; and
h4nel670xpzfaxt6lcye6rxfh,4491062,FIG. 3 is a top cross-sectional view taken along line 3--3 in FIG. 1.
twghrseczhogr65bii05do11k,4490917,FIG. 3 is a top enlarged view looking down on the hook assembly with hook engaged.
zp8h0c5f57laz85y8jvgzjpej,D276969,FIG. 3 is a top front perspective view thereof;
a2csw6liscx53327lsl320x01,D276970,FIG. 3 is a top front perspective view thereof;
uizooplg3870poaljkw5w0qbw,4491257,FIG. 3 is a top perspective view of a walker shown mounting the article carrying receptacle of the present invention.
zj1f7paab0s5vhxb7g6t73g04,4491217,FIG. 3 is a top plan view of a fragment of an elongate strip of transparent plastic film which has been printed with the rectangles of the invention for use in forming the bags of the invention and illustrating one complete blank and a portion of an adjacent blank before severing of the blanks;
teycy2rioj4ry9bzql4yxg4ng,4490925,FIG. 3 is a top plan view of the dryer fabric constructed according to the present invention;
da04z64vmk1tszyw92qtnl9zl,4491340,FIG. 3 is a top plan view of the mounting arrangement taken in the direction of the arrow B of FIG. 2;
5mwhftrhsjqlptka32ab8kz5u,4491460,FIG. 3 is a top plan view of the subject matter of FIG. 2;
9yzf2ra45qfbfo291io4pkx3z,4491300,FIG. 3 is a top plan view of the valve disc taken along the line 3--3 of FIG. 2;
tgqc46kjkv7tm2b7jxm4a1b37,D277041,FIG. 3 is a top plan view on a reduced scale;
xfc1a1ukezji8jh9yrt5p64ku,D276952,FIG. 3 is a top plan view relative to FIG. 1.
sewtsshou00o26p05sloyqzxc,4490860,FIG. 3 is a top plan view showing the intraocular lens of the present invention misaligned in the posterior chamber of the eye.
o2t2do6rocqca6p2hbmcd7p8k,4490996,FIG. 3 is a top plan view showing the lock assembly in locking arrangement.
ccrnfxhnrm8ikt5bfct0ybkvw,D276981,FIG. 3 is a top plan view thereof with the flap in raised position;;
cdkkrrtwao2hdc7u2deiz1w4c,D277032,"FIG. 3 is a top plan view thereof,"
6443t8t89cetwtk8ovatpque4,D276980,FIG. 3 is a top plan view thereof.
90licbw3hk17devznzmhxhqg1,D277013,FIG. 3 is a top plan view thereof.
s2y6l93377l7xamv069gnj5br,D276950,FIG. 3 is a top plan view thereof;
mza6fo7ahyublv1vz016ikkt1,D276951,FIG. 3 is a top plan view thereof;
v6f7g8uz46x0velz7xkxvg3il,D276972,FIG. 3 is a top plan view thereof;
1axzuadwjgmhehtonuukvlit5,D276978,FIG. 3 is a top plan view thereof;
aqvrufkrptownx4o8n05qgb9m,D276991,FIG. 3 is a top plan view thereof;
klkbnzwxy0kzvwgly7vnq7fsp,D277000,FIG. 3 is a top plan view thereof;
kibqnial11tdzmh5ug4hfz7ol,D277009,FIG. 3 is a top plan view thereof;
az2illrmow6fzp5wz4jd13w53,D277023,FIG. 3 is a top plan view.
7pg38cnpnu1yk13mllf0wqoo9,D277038,FIG. 3 is a top plan view;
sac25hbfl2cep8rxhjnqhisg0,4490910,"FIG. 3 is a top plan, partial sectional view taken generally in the plane 3--3 of FIG. 2;"
mnmgl18sn4qs1r6uwx1wcvw7n,4491462,FIG. 3 is a top view of the cross section along III-III in FIG. 2;
pqt52ccicq0cv4laggtehghfc,4491021,FIG. 3 is a top view of the device of FIG. 1;
7dt9h08aew9w0gyt1y7405f8f,4491280,FIG. 3 is a top view of the mill of FIG. 1;
u3fjyuxn6lctb28rqmpffjg8y,4491139,FIG. 3 is a top view of the self igniting device.
13p7ehxo9d2nhycojbe92ob64,4490947,FIG. 3 is a top view of the tool mounting;
9ezy9iehblzgo7g41x9jrci5p,4491603,FIG. 3 is a top view taken along line 3--3 of FIG. 1.
gtlt6r07d0a90q5fuyuhkoial,D276996,FIG. 3 is a top view thereof;
a5w4behf8xrznp0dz0j4wo09y,D277010,FIG. 3 is a top view thereof;
t7sovyg0cwwfn5ph0u7i0jlli,4490873,FIG. 3 is a top-plan view of the free-floating-brush assembly.
sd45hmle4v04tsfz77arjwoq5,4491213,FIG. 3 is a top-sectional view of the coin mechanism of FIG. 1 taken through plane 3--3;
azl2ndnnq8yuu1gluygj2duqz,4491176,"FIG. 3 is a transverse cross sectional view of the first form of well head assembly illustrated in FIG. 1 taken on the line 3--3 thereof, and illustrating the indexing means prior to the latter being actuated from the exterior of the assembly to rotate the tubing hanger to a position where the second passage and transverse bore are co-axially aligned;"
qt5hjnuosmc5dv24140zrdqra,4491686,FIG. 3 is a transverse cross-sectional view of the casing taken along line 3--3 in FIG. 2.
tesxlar0lb7exnjhi3w2vw5tl,4491716,"FIG. 3 is a transverse cross-sectional view through the pipe adjacent the joint, taken in the plane 3--3 of FIG. 2, and diagramatically illustrating a portion of the burner ring and the air flow control ring."
4xzbt9vq7i4bb6gdtmi1243vk,4491077,FIG. 3 is a transverse sectional elevation taken on line III--III of FIG. 1; and
ibslyzlcz2v47hds9qmftbgzy,4490951,FIG. 3 is a transverse vertical section taken substantially on line 3--3 of FIG. 1.
xqu8o7qz7akkhuerjihv74gnq,4491127,FIG. 3 is a transversely sectioned view of the massaging device of FIG. 1 along line III--III;
gccg0kfrbbd96quvvasw6y42s,4491825,FIG. 3 is a truth table for the segment switch decoder of FIG. 1.
oh249hpzzuaz2yfzdn8sqz857,4491923,FIG. 3 is a typical block diagram for a video analyzer and associated computer as included by the present invention.
pgg21tv8ow11dtv8cmo41ijrs,4491972,FIG. 3 is a typical waveform illustrating the signal generated by splatter filter 130 in FIG. 1 in response to the audio amplifier signal illustrated in FIG. 2.
eqr4qqp8xincuwvwv9637o7j3,4491344,FIG. 3 is a variant of a fitting in the form of a deflection fitting for a belt system with an automatic roll-up device.
4jfgr2s9j3qag9bsx4tww6w2a,4491902,"FIG. 3 is a vertical cross-seciton of the device taken substantially along line 3--3 of FIG. 2, and including the light socket mounted thereto;"
kfrvc9660e08ecsgo2m47ihhd,4491289,"FIG. 3 is a vertical cross-sectional view of the sheaving point for solar generator of the general type shown in FIG. 1, held in a launching configuration through a locking device according to the invention;"
q9nx8vbas8x1bqcvclgn6ri0o,4491076,FIG. 3 is a vertical outer end elevational view taken substantially on the line 3--3 of FIG. 2.
7z42dg4ini2vec8g982qdewdi,4491608,"FIG. 3 is a vertical section through a spray coating apparatus of the plant, and parts directly associated therewith."
whmny2p1q3l5vs0inw40vat9y,4491236,FIG. 3 is a vertical sectional elevational view of the can with a part of a finger retainer tab lifted;
xyd7wrx46avja5dsl6p31phef,4491269,"FIG. 3 is a vertical sectional view of the fee collection box, showing the manner in which the hood structure extends over the money slots, and further showing the vertical space which is provided between the money slot carrying top wall and the upper ends of the money receiving compartments;"
4i7wd0pao4r1h6demepg5ezgf,4491041,FIG. 3 is a vertical sectional view taken along line 3--3 of FIG. 2;
61fxgezitwvpoit7ynokj3tr9,4491951,FIG. 3 is a vertical sectional view taken along the plane 3--3 of FIG. 1;
xj7sctcf9o4bcm3265ab5gaop,4491363,FIG. 3 is a vertical side elevational view taken generally alone the line 3--3 of FIG. 1;
yejhk56ygffgzpmihrumvkf39,4490941,FIG. 3 is a vertical view of the upper end of the door operator;
1f2mxhls2qdlv8qmrf3r2504b,4491259,"FIG. 3 is a view analogous to FIG. 1, showing the cover plate in its overturned position and with respect to only one splicing half plane."
dzyc4uvsu158i3fv4c39b15qo,4491020,FIG. 3 is a view for explaining the mode of operation of the microscope shown in FIG. 2;
k6u2t5h73t3xwv7uk4wee2ysv,4491333,FIG. 3 is a view in perspective of a single ski according to the invention;
plwkk20ehlkac85s2y3n3dbpn,4491314,FIG. 3 is a view in the direction of arrow A in FIG. 2.
f6trcektadsiqublmk3aekxtk,4491520,FIG. 3 is a view in vertical section through the bottom portion of a water jug and a filter unit of this invention installed therein; and
kw2gm0v5hgxvz6r4vfof8dxa8,4491246,FIG. 3 is a view looking into the hopper along section 3--3 of FIG. 1.
kk53ygf25najwytfvvxvqtutd,4491072,FIG. 3 is a view of a clamping bar removed from the base body;
6hnrcl690g9z1tyobakq4orad,4491773,FIG. 3 is a view of a closed-loop process embodying a process controller utilizing the construction of our present invention and adapted to be operated manually.
n0mzk98hclxksqyecsag1e5k3,4491085,FIG. 3 is a view of the ball; and
vrmzt3led49i0xzkay154vmlf,D277015,FIG. 3 is a view of the chess pieces in a stacked horizontal arrangement; and
y74dl9buea1ukrhpv4ozvxbun,4491331,FIG. 3 is a view of the face of the stationary seal ring of the seal assembly of FIG. 1.
xmglatz7baqe3ms05y2w5ogx4,4491426,FIG. 3 is a view of the temperature sensing assembly of the present invention in the oral cavity of a human shown fancifully in section;
e12iwmvadtyuiv9607z24xyj9,4491400,FIG. 3 is a view of the top surface of the sensitometer with the cover removed to expose the step tablet;
4a7dgvd5wvbxfbehivvezfamq,4491022,FIG. 3 is a view showing the cutting head and extension rods extended to cut a conical slot in the region of rock surrounding the displacement sensors.
15awl93chamriozswamfmx81s,4490913,FIG. 3 is a view similar to FIG. 2 but showing the piston assembly in a fully extended position.
qpnfkm7s4wsbu4sbbupqjoioc,4491415,FIG. 3 is a view similar to FIG. 2 showing a modified base construction.
gpj2p96dk0nxej8qlwva78wxh,4491503,FIG. 3 is a view similar to FIGS. 1 and 2 and illustrating the sheet being automatically released after it has been threaded;
6rrt5pdv9caq6x9ryzyjodxzy,4491325,FIG. 3 is a view taken along 3--3 of FIG. 2.
t0iouend6cwaxcz2jemthgbo1,4490938,FIG. 3 is a view taken along line 3--3 in FIG. 1.
qs0eymxnmgg502ak74hf4t5hb,4491450,FIG. 3 is a view taken on line 3--3 of FIG. 2 showing additional details of the pick up and laydown apparatus of the present invention;
kga10qmv5bfkyyogabic98lnb,4491876,FIG. 3 is a waveform diagram showing waveforms of color difference components prior to their being frequency multiplexed;
l6u6c3k31sr9mqfedmiymt6vu,4491517,FIG. 3 is an alternative screen construction incorporating the invention.
zvqmqab7kn6oxttfa076xmabl,4490878,FIG. 3 is an attachment of a determined length of metal bar with cylindrical ring shaped portions at each end.
k4s158zyn1t0qdzxvcyh0ayvn,4491332,FIG. 3 is an axial cross-section of the shaft seal assembly of the present invention in the disassembled condition.
f1g21jyg816vkactgucite1tj,4491202,FIG. 3 is an axial section of part of a second embodiment of the present invention;
ejioy9kgma9c8j5i7wkqm0809,4490872,FIG. 3 is an axial section taken along line 3--3 of FIG. 2;
ta07u96t7tw5o4yggucfr43rf,4490877,FIG. 3 is an axial section taken along line 3--3 of FIG. 2;
22wr7xevgw2x9jlpnz8eqxqa3,4491297,"FIG. 3 is an axial section through a three-part flexible hose arrangement which is part of the system of FIG. 1, has pipes are nested inside each other, and is adapted for use between the adapter of FIG. 2 and the angle grinder."
4tfzwlaf01oh9m9ptsht16yah,4491706,"FIG. 3 is an axial section through an alternative embodiment of a check valve intended for such a breaker, whereby the portion of the figure above the center line shows the valve in the open position and the portion of the figure below the center line shows the valve in the closed position."
3k4et4uu3yo4da8mtiiu4c2xv,4491335,FIG. 3 is an axial section through the end of the bar shown in FIG. 2.
v1njjmyu7tem1oytwc7wyor3h,4491088,FIG. 3 is an axial sectional view of another embodiment of the invention in its sealed position.
gbs9n039fjxt83vps88du1nfo,4491444,"FIG. 3 is an axially extending sectional view of the tool holder, similar to that shown in FIG. 1, however, with the tool held for rotary drilling only, that is, the tool is secured against axial displacement;"
crto3qvgjw0w8ljax3ybdo0zi,4491030,FIG. 3 is an axial-sectional view of an embodiment of pushbutton-operated waveband or station selector in which the link mechanism according to the present invention is adopted;
dhg60dmmnk98tgef0ykd5mjox,4491798,FIG. 3 is an electrical block diagram of a system for measuring the conductivity of a liquid in accordance with the present invention.
